dteday,season,hr,holiday,workingday,weathersit,hum,windspeed,temp_c,feels_like_c,casual,registered
3/13/11,1,17,0,0,1,0.41,24,12.68,13.0004,98,143
3/13/11,1,18,0,0,1,0.43,24,10.8,11.0006,55,92
3/13/11,1,19,0,0,1,0.5,24,8.92,5.9978,28,73
3/13/11,1,20,0,0,1,0.57,20,7.04,3.998,23,54
3/13/11,1,21,0,0,1,0.56,17,6.1,3.0014,9,49
3/13/11,1,22,0,0,1,0.56,22,6.1,1.9982,8,29
3/13/11,1,23,0,0,1,0.65,15,4.22,1.0016,5,23
3/14/11,1,0,0,1,1,0.65,7,4.22,1.9982,4,7
3/14/11,1,1,0,1,1,0.65,6,4.22,3.0014,0,1
3/14/11,1,2,0,1,1,0.65,6,4.22,3.0014,0,1
3/14/11,1,3,0,1,1,0.65,9,4.22,1.9982,0,3
3/14/11,1,5,0,1,1,0.7,9,3.28,-0.0016,0,8
3/14/11,1,6,0,1,1,0.65,9,4.22,1.9982,1,27
3/14/11,1,7,0,1,2,0.61,0,5.16,5.0012,4,84
3/14/11,1,8,0,1,2,0.56,9,6.1,3.998,24,217
3/14/11,1,9,0,1,1,0.53,22,7.04,3.998,13,127
3/14/11,1,10,0,1,1,0.42,17,7.98,5.0012,27,57
3/14/11,1,11,0,1,1,0.4,17,8.92,5.9978,26,45
3/14/11,1,12,0,1,1,0.37,0,9.86,9.9974,40,54
3/14/11,1,13,0,1,1,0.36,22,9.86,9.9974,24,51
3/14/11,1,14,0,1,2,0.34,0,9.86,9.9974,27,52
3/14/11,1,15,0,1,1,0.37,11,9.86,9.9974,24,77
3/14/11,1,16,0,1,1,0.35,7,10.8,11.0006,27,80
3/14/11,1,17,0,1,1,0.4,13,9.86,9.9974,42,229
3/14/11,1,18,0,1,1,0.4,7,8.92,7.9976,25,210
3/14/11,1,19,0,1,1,0.43,9,8.92,7.001,17,133
3/14/11,1,20,0,1,1,0.46,15,7.98,5.0012,23,106
3/14/11,1,21,0,1,1,0.46,9,7.98,5.9978,5,58
3/14/11,1,22,0,1,1,0.49,7,7.04,5.9978,4,43
3/14/11,1,23,0,1,1,0.53,0,7.04,7.001,2,17
3/15/11,1,0,0,1,1,0.53,0,7.04,7.001,7,7
3/15/11,1,1,0,1,1,0.62,6,6.1,3.998,4,6
3/15/11,1,2,0,1,1,0.62,6,6.1,3.998,1,2
3/15/11,1,4,0,1,1,0.75,6,3.28,1.0016,1,1
3/15/11,1,5,0,1,1,0.75,13,3.28,-0.9982,0,11
3/15/11,1,6,0,1,1,0.8,13,2.34,-0.9982,3,32
3/15/11,1,7,0,1,1,0.75,11,3.28,-0.0016,10,109
3/15/11,1,8,0,1,1,0.7,6,4.22,3.0014,23,259
3/15/11,1,9,0,1,2,0.7,0,6.1,5.9978,10,147
3/15/11,1,10,0,1,2,0.66,13,7.04,5.0012,22,56
3/15/11,1,11,0,1,2,0.57,15,7.98,5.0012,27,51
3/15/11,1,12,0,1,2,0.5,15,8.92,7.001,32,70
3/15/11,1,13,0,1,2,0.57,19,8.92,5.9978,23,74
3/15/11,1,14,0,1,2,0.46,20,9.86,9.9974,14,74
3/15/11,1,15,0,1,2,0.43,19,9.86,9.9974,24,66
3/15/11,1,16,0,1,2,0.46,22,9.86,9.9974,21,93
3/15/11,1,17,0,1,2,0.62,13,8.92,7.001,22,195
3/15/11,1,18,0,1,2,0.62,20,8.92,5.9978,18,207
3/15/11,1,19,0,1,2,0.71,19,7.98,5.0012,14,138
3/15/11,1,20,0,1,2,0.71,19,7.98,5.0012,9,79
3/15/11,1,21,0,1,3,0.81,7,7.04,5.9978,2,53
3/15/11,1,22,0,1,2,0.87,11,7.04,5.0012,1,20
3/15/11,1,23,0,1,2,0.87,11,7.04,5.0012,1,17
3/16/11,1,0,0,1,3,0.93,17,6.1,3.0014,0,8
3/16/11,1,1,0,1,3,1,20,6.1,1.9982,1,2
3/16/11,1,3,0,1,2,1,15,5.16,1.9982,1,2
3/16/11,1,4,0,1,2,0.93,11,6.1,3.998,0,1
3/16/11,1,5,0,1,2,0.93,7,6.1,5.0012,0,3
3/16/11,1,6,0,1,2,0.93,7,6.1,5.0012,1,30
3/16/11,1,7,0,1,2,0.93,13,6.1,3.0014,10,101
3/16/11,1,8,0,1,2,0.93,0,7.04,5.0012,26,227
3/16/11,1,9,0,1,2,0.93,9,7.04,5.9978,10,144
3/16/11,1,10,0,1,2,0.81,11,8.92,7.001,19,49
3/16/11,1,11,0,1,2,0.81,9,8.92,7.001,13,62
3/16/11,1,12,0,1,2,0.71,7,10.8,11.0006,23,65
3/16/11,1,13,0,1,2,0.76,9,10.8,11.0006,18,81
3/16/11,1,14,0,1,2,0.76,15,10.8,11.0006,33,67
3/16/11,1,15,0,1,2,0.76,17,10.8,11.0006,22,79
3/16/11,1,16,0,1,2,0.76,11,10.8,11.0006,30,121
3/16/11,1,17,0,1,2,0.54,20,12.68,13.0004,37,216
3/16/11,1,18,0,1,2,0.54,15,12.68,13.0004,26,211
3/16/11,1,19,0,1,2,0.51,22,12.68,13.0004,18,150
3/16/11,1,20,0,1,2,0.54,20,11.74,11.9972,10,111
3/16/11,1,21,0,1,2,0.58,19,11.74,11.9972,3,75
3/16/11,1,22,0,1,2,0.62,26,10.8,11.0006,11,48
3/16/11,1,23,0,1,1,0.65,13,10.8,11.0006,9,18
3/17/11,1,0,0,1,1,0.66,17,9.86,9.9974,4,19
3/17/11,1,1,0,1,1,0.71,15,8.92,7.001,1,11
3/17/11,1,2,0,1,1,0.71,20,7.98,3.998,3,5
3/17/11,1,3,0,1,1,0.66,11,7.98,5.9978,1,1
3/17/11,1,4,0,1,1,0.71,13,7.98,5.9978,0,3
3/17/11,1,5,0,1,1,0.76,7,7.04,5.9978,0,13
3/17/11,1,6,0,1,1,0.76,13,7.04,5.0012,4,47
3/17/11,1,7,0,1,1,0.76,9,7.04,5.9978,12,128
3/17/11,1,8,0,1,1,0.66,9,8.92,7.001,17,282
3/17/11,1,9,0,1,1,0.62,17,10.8,11.0006,23,162
3/17/11,1,10,0,1,1,0.54,22,12.68,13.0004,9,69
3/17/11,1,11,0,1,1,0.54,19,12.68,13.0004,20,66
3/17/11,1,12,0,1,1,0.45,15,15.5,15.9968,24,81
3/17/11,1,13,0,1,2,0.42,6,16.44,17,26,85
3/17/11,1,14,0,1,1,0.45,7,15.5,15.9968,32,87
3/17/11,1,15,0,1,1,0.42,17,16.44,17,30,95
3/17/11,1,16,0,1,1,0.48,19,15.5,15.9968,34,108
3/17/11,1,17,0,1,1,0.42,13,15.5,15.9968,48,265
3/17/11,1,18,0,1,2,0.59,11,13.62,13.997,50,260
3/17/11,1,19,0,1,1,0.58,13,12.68,13.0004,18,189
3/17/11,1,20,0,1,1,0.67,15,11.74,11.9972,25,112
3/17/11,1,21,0,1,1,0.62,15,11.74,11.9972,19,119
3/17/11,1,22,0,1,1,0.66,15,10.8,11.0006,17,70
3/17/11,1,23,0,1,1,0.62,19,11.74,11.9972,7,43
3/18/11,1,0,0,1,1,0.58,19,11.74,11.9972,5,24
3/18/11,1,1,0,1,1,0.62,17,10.8,11.0006,4,12
3/18/11,1,2,0,1,1,0.62,13,10.8,11.0006,5,9
3/18/11,1,3,0,1,1,0.71,13,8.92,7.001,1,4
3/18/11,1,5,0,1,1,0.66,11,9.86,9.9974,2,8
3/18/11,1,6,0,1,1,0.66,13,10.8,11.0006,1,35
3/18/11,1,7,0,1,1,0.66,13,10.8,11.0006,11,112
3/18/11,1,8,0,1,1,0.67,17,11.74,11.9972,24,256
3/18/11,1,9,0,1,1,0.63,15,13.62,13.997,18,192
3/18/11,1,10,0,1,1,0.53,19,16.44,17,43,74
3/18/11,1,11,0,1,1,0.52,19,17.38,18.0032,55,104
3/18/11,1,12,0,1,2,0.49,24,18.32,18.9998,72,123
3/18/11,1,13,0,1,1,0.41,19,22.08,24.9992,57,118
3/18/11,1,14,0,1,1,0.39,17,23.02,24.9992,71,103
3/18/11,1,15,0,1,2,0.39,24,23.96,26.0024,62,111
3/18/11,1,16,0,1,1,0.39,19,23.96,26.0024,67,137
3/18/11,1,17,0,1,1,0.37,22,24.9,26.0024,95,237
3/18/11,1,18,0,1,1,0.39,11,23.96,26.0024,84,247
3/18/11,1,19,0,1,1,0.44,9,23.02,24.9992,58,132
3/18/11,1,20,0,1,1,0.46,9,21.14,24.9992,46,103
3/18/11,1,21,0,1,1,0.46,7,21.14,24.9992,22,91
3/18/11,1,22,0,1,1,0.5,11,21.14,24.9992,55,63
3/18/11,1,23,0,1,2,0.53,15,20.2,24.9992,26,60
3/19/11,1,0,0,0,2,0.53,17,20.2,24.9992,26,50
3/19/11,1,1,0,0,2,0.46,24,19.26,20.003,16,35
3/19/11,1,2,0,0,2,0.43,15,18.32,18.9998,5,20
3/19/11,1,3,0,0,2,0.39,22,17.38,18.0032,1,7
3/19/11,1,4,0,0,1,0.34,28,16.44,17,1,2
3/19/11,1,5,0,0,1,0.34,28,16.44,17,0,2
3/19/11,1,6,0,0,1,0.44,28,12.68,13.0004,0,10
3/19/11,1,7,0,0,1,0.5,22,10.8,11.0006,4,9
3/19/11,1,8,0,0,1,0.47,33,11.74,11.9972,11,37
3/19/11,1,9,0,0,1,0.44,31,11.74,11.9972,35,41
3/19/11,1,10,0,0,1,0.38,28,12.68,13.0004,55,85
3/19/11,1,11,0,0,1,0.36,30,13.62,13.997,90,106
3/19/11,1,12,0,0,1,0.33,28,13.62,13.997,126,141
3/19/11,1,13,0,0,1,0.34,31,15.5,15.9968,174,127
3/19/11,1,14,0,0,1,0.31,33,15.5,15.9968,168,144
3/19/11,1,15,0,0,1,0.29,28,15.5,15.9968,170,143
3/19/11,1,16,0,0,1,0.31,26,15.5,15.9968,175,129
3/19/11,1,17,0,0,1,0.31,22,14.56,15.0002,138,140
3/19/11,1,18,0,0,1,0.31,22,13.62,13.997,92,125
3/19/11,1,19,0,0,1,0.33,19,12.68,13.0004,38,116
3/19/11,1,20,0,0,1,0.35,15,11.74,11.9972,39,69
3/19/11,1,21,0,0,1,0.37,20,10.8,11.0006,20,73
3/19/11,1,22,0,0,1,0.37,22,10.8,11.0006,27,45
3/19/11,1,23,0,0,1,0.4,20,9.86,9.9974,13,37
3/20/11,1,0,0,0,1,0.49,28,7.98,3.998,7,33
3/20/11,1,1,0,0,1,0.53,24,7.04,3.0014,2,22
3/20/11,1,2,0,0,1,0.52,19,6.1,3.0014,6,24
3/20/11,1,3,0,0,1,0.56,17,5.16,1.9982,1,11
3/20/11,1,4,0,0,1,0.56,15,4.22,1.0016,2,1
3/20/11,1,5,0,0,1,0.6,13,4.22,1.0016,3,6
3/20/11,1,6,0,0,1,0.6,15,4.22,1.0016,1,3
3/20/11,1,7,0,0,1,0.6,15,3.28,-0.9982,5,9
3/20/11,1,8,0,0,1,0.56,11,5.16,1.9982,7,30
3/20/11,1,9,0,0,1,0.52,9,6.1,3.998,35,43
3/20/11,1,10,0,0,2,0.45,0,7.04,7.001,55,81
3/20/11,1,11,0,0,1,0.39,7,7.98,7.001,92,111
3/20/11,1,12,0,0,1,0.4,7,8.92,7.9976,120,108
3/20/11,1,13,0,0,1,0.34,0,9.86,9.9974,88,115
3/20/11,1,14,0,0,1,0.3,0,10.8,11.0006,145,134
3/20/11,1,15,0,0,1,0.32,6,10.8,11.0006,172,136
3/20/11,1,16,0,0,1,0.32,0,11.74,11.9972,92,132
3/20/11,1,17,0,0,1,0.35,19,10.8,11.0006,83,143
3/20/11,1,18,0,0,1,0.4,24,9.86,9.9974,58,98
3/20/11,1,19,0,0,1,0.43,19,8.92,5.9978,21,58
3/20/11,1,20,0,0,1,0.46,19,8.92,5.9978,21,46
3/20/11,1,21,0,0,2,0.53,19,7.98,5.0012,10,39
3/20/11,1,22,0,0,2,0.53,22,7.98,3.998,8,30
3/20/11,1,23,0,0,3,0.61,26,7.98,3.998,13,11
3/21/11,2,0,0,1,3,0.66,26,7.98,3.998,2,11
3/21/11,2,1,0,1,2,0.71,26,7.98,3.998,1,6
3/21/11,2,2,0,1,2,0.71,22,7.98,3.998,1,5
3/21/11,2,3,0,1,2,0.71,22,7.98,3.998,0,1
3/21/11,2,5,0,1,1,0.81,20,7.04,3.998,1,1
3/21/11,2,6,0,1,3,0.76,17,7.04,3.998,2,30
3/21/11,2,7,0,1,3,0.87,28,6.1,1.9982,3,15
3/21/11,2,8,0,1,2,0.87,28,6.1,1.9982,3,95
3/21/11,2,9,0,1,2,0.81,22,7.98,3.998,12,115
3/21/11,2,10,0,1,2,0.76,26,9.86,9.9974,17,45
3/21/11,2,11,0,1,2,0.71,20,11.74,11.9972,32,47
3/21/11,2,12,0,1,2,0.77,17,12.68,13.0004,25,56
3/21/11,2,13,0,1,2,0.63,15,15.5,15.9968,35,77
3/21/11,2,14,0,1,2,0.64,15,17.38,18.0032,36,65
3/21/11,2,15,0,1,2,0.6,15,18.32,18.9998,41,66
3/21/11,2,16,0,1,2,0.64,19,17.38,18.0032,29,112
3/21/11,2,17,0,1,2,0.64,17,17.38,18.0032,41,231
3/21/11,2,18,0,1,2,0.72,15,16.44,17,44,232
3/21/11,2,19,0,1,1,0.6,28,19.26,20.003,22,199
3/21/11,2,20,0,1,1,0.64,13,18.32,18.9998,16,106
3/21/11,2,21,0,1,1,0.94,13,13.62,13.997,12,79
3/21/11,2,22,0,1,1,0.88,15,13.62,13.997,18,60
3/21/11,2,23,0,1,1,0.88,6,13.62,13.997,8,22
3/22/11,2,0,0,1,1,0.88,13,13.62,13.997,4,7
3/22/11,2,1,0,1,1,1,9,11.74,11.9972,6,13
3/22/11,2,2,0,1,1,0.94,6,12.68,13.0004,0,1
3/22/11,2,3,0,1,1,0.82,15,12.68,13.0004,3,2
3/22/11,2,4,0,1,2,0.82,11,11.74,11.9972,0,1
3/22/11,2,5,0,1,2,0.87,9,10.8,11.0006,1,11
3/22/11,2,6,0,1,1,0.87,17,10.8,11.0006,2,58
3/22/11,2,7,0,1,2,0.76,7,10.8,11.0006,4,132
3/22/11,2,8,0,1,2,0.58,20,10.8,11.0006,24,312
3/22/11,2,9,0,1,2,0.58,31,10.8,11.0006,19,159
3/22/11,2,10,0,1,2,0.54,20,12.68,13.0004,29,95
3/22/11,2,11,0,1,1,0.51,22,12.68,13.0004,22,64
3/22/11,2,12,0,1,1,0.47,17,13.62,13.997,35,86
3/22/11,2,13,0,1,1,0.45,15,15.5,15.9968,21,85
3/22/11,2,14,0,1,1,0.42,22,15.5,15.9968,30,71
3/22/11,2,15,0,1,1,0.42,15,15.5,15.9968,55,79
3/22/11,2,16,0,1,1,0.42,7,15.5,15.9968,40,125
3/22/11,2,17,0,1,1,0.42,7,15.5,15.9968,42,265
3/22/11,2,18,0,1,1,0.44,6,14.56,15.0002,41,271
3/22/11,2,19,0,1,2,0.54,17,12.68,13.0004,22,142
3/22/11,2,20,0,1,2,0.54,24,12.68,13.0004,19,116
3/22/11,2,21,0,1,2,0.54,19,11.74,11.9972,24,63
3/22/11,2,22,0,1,2,0.58,17,10.8,11.0006,13,57
3/22/11,2,23,0,1,2,0.58,17,10.8,11.0006,4,28
3/23/11,2,0,0,1,3,0.71,15,8.92,7.001,3,8
3/23/11,2,1,0,1,3,0.76,15,7.98,5.0012,0,7
3/23/11,2,2,0,1,3,0.76,15,7.98,5.0012,1,1
3/23/11,2,3,0,1,2,0.76,17,7.98,5.0012,0,3
3/23/11,2,5,0,1,3,0.87,13,7.04,5.0012,0,10
3/23/11,2,6,0,1,2,0.87,17,7.98,5.0012,1,43
3/23/11,2,7,0,1,2,0.93,15,7.04,3.998,7,111
3/23/11,2,8,0,1,2,0.87,13,7.04,5.0012,14,247
3/23/11,2,9,0,1,2,0.81,17,7.04,3.998,8,174
3/23/11,2,10,0,1,2,0.81,19,7.98,5.0012,15,60
3/23/11,2,11,0,1,2,0.87,13,7.98,5.9978,18,53
3/23/11,2,12,0,1,2,0.87,15,7.98,5.0012,14,73
3/23/11,2,13,0,1,3,0.87,9,7.98,5.9978,14,94
3/23/11,2,14,0,1,2,0.87,7,8.92,7.9976,13,71
3/23/11,2,15,0,1,2,0.82,15,9.86,9.9974,11,74
3/23/11,2,16,0,1,2,0.76,15,10.8,11.0006,13,123
3/23/11,2,17,0,1,2,0.76,15,10.8,11.0006,28,245
3/23/11,2,18,0,1,3,0.82,17,9.86,9.9974,20,218
3/23/11,2,19,0,1,3,0.82,17,9.86,9.9974,12,147
3/23/11,2,20,0,1,3,0.87,43,8.92,3.998,3,72
3/23/11,2,21,0,1,3,1,28,7.04,3.0014,0,22
3/23/11,2,22,0,1,2,0.93,11,7.04,5.0012,6,38
3/23/11,2,23,0,1,3,0.9,0,7.04,5.9978,2,24
3/24/11,2,0,0,1,2,0.93,15,7.04,3.998,0,11
3/24/11,2,1,0,1,2,1,15,6.1,3.0014,0,3
3/24/11,2,2,0,1,2,1,17,6.1,3.0014,0,6
3/24/11,2,3,0,1,2,1,13,5.16,1.9982,1,0
3/24/11,2,4,0,1,2,1,13,5.16,1.9982,0,1
3/24/11,2,5,0,1,2,0.93,15,5.16,1.9982,1,8
3/24/11,2,6,0,1,2,0.93,15,5.16,1.9982,0,41
3/24/11,2,7,0,1,3,1,15,4.22,1.0016,2,106
3/24/11,2,8,0,1,3,1,20,4.22,-0.9982,4,120
3/24/11,2,9,0,1,2,0.93,15,4.22,1.0016,3,94
3/24/11,2,10,0,1,2,0.93,22,4.22,-0.9982,10,55
3/24/11,2,11,0,1,2,0.81,20,6.1,1.9982,10,61
3/24/11,2,12,0,1,2,0.7,22,6.1,1.9982,12,82
3/24/11,2,13,0,1,2,0.7,15,7.04,3.998,11,90
3/24/11,2,14,0,1,2,0.7,9,6.1,3.998,17,66
3/24/11,2,15,0,1,2,0.7,17,6.1,3.0014,13,77
3/24/11,2,16,0,1,2,0.65,15,6.1,3.0014,6,78
3/24/11,2,17,0,1,2,0.7,15,6.1,3.0014,12,221
3/24/11,2,18,0,1,2,0.61,20,6.1,1.9982,17,197
3/24/11,2,19,0,1,1,0.56,26,6.1,1.9982,16,122
3/24/11,2,20,0,1,1,0.61,19,5.16,1.0016,8,110
3/24/11,2,21,0,1,1,0.65,15,4.22,1.0016,11,67
3/24/11,2,22,0,1,1,0.65,11,4.22,1.0016,3,59
3/24/11,2,23,0,1,1,0.65,13,3.28,-0.9982,9,24
3/25/11,2,0,0,1,1,0.6,13,3.28,-0.9982,1,17
3/25/11,2,1,0,1,1,0.69,11,1.4,-2.0014,0,5
3/25/11,2,2,0,1,1,0.69,15,1.4,-2.998,0,5
3/25/11,2,3,0,1,1,0.69,7,1.4,-0.9982,0,2
3/25/11,2,4,0,1,1,0.74,7,0.46,-2.0014,3,2
3/25/11,2,5,0,1,1,0.74,11,0.46,-2.998,0,9
3/25/11,2,6,0,1,1,0.74,15,0.46,-4.0012,0,32
3/25/11,2,7,0,1,1,0.59,24,1.4,-4.0012,4,100
3/25/11,2,8,0,1,1,0.51,19,2.34,-2.0014,9,228
3/25/11,2,9,0,1,1,0.48,20,3.28,-2.0014,16,150
3/25/11,2,10,0,1,1,0.48,0,4.22,1.0016,15,53
3/25/11,2,11,0,1,1,0.45,19,6.1,3.0014,17,58
3/25/11,2,12,0,1,1,0.42,17,7.04,3.998,37,108
3/25/11,2,13,0,1,1,0.39,13,7.04,5.0012,34,104
3/25/11,2,14,0,1,1,0.32,22,8.92,5.9978,30,103
3/25/11,2,15,0,1,2,0.36,17,7.98,5.0012,43,79
3/25/11,2,16,0,1,2,0.34,20,7.98,3.998,23,127
3/25/11,2,17,0,1,2,0.36,24,7.04,3.0014,23,202
3/25/11,2,18,0,1,1,0.39,17,6.1,3.0014,8,190
3/25/11,2,19,0,1,2,0.36,19,6.1,3.0014,9,126
3/25/11,2,20,0,1,2,0.39,9,6.1,3.998,6,75
3/25/11,2,21,0,1,2,0.39,11,6.1,3.998,11,64
3/25/11,2,22,0,1,2,0.38,22,5.16,1.0016,3,40
3/25/11,2,23,0,1,2,0.38,19,4.22,-0.0016,8,31
3/26/11,2,0,0,0,2,0.38,19,4.22,-0.0016,3,25
3/26/11,2,1,0,0,1,0.38,20,4.22,-0.9982,3,24
3/26/11,2,2,0,0,1,0.44,15,2.34,-2.0014,4,21
3/26/11,2,3,0,0,1,0.47,13,1.4,-2.998,2,7
3/26/11,2,4,0,0,1,0.44,15,2.34,-2.0014,2,4
3/26/11,2,5,0,0,1,0.51,13,1.4,-2.998,0,8
3/26/11,2,6,0,0,1,0.55,13,0.46,-4.0012,2,8
3/26/11,2,7,0,0,1,0.51,13,1.4,-2.998,18,23
3/26/11,2,8,0,0,1,0.44,9,2.34,-0.9982,24,42
3/26/11,2,9,0,0,1,0.41,9,3.28,-0.0016,32,68
3/26/11,2,10,0,0,1,0.41,11,4.22,1.0016,32,93
3/26/11,2,11,0,0,1,0.38,11,5.16,1.9982,75,93
3/26/11,2,12,0,0,1,0.36,13,6.1,3.0014,98,129
3/26/11,2,13,0,0,1,0.33,15,7.04,3.998,94,145
3/26/11,2,14,0,0,1,0.29,15,7.98,5.0012,93,123
3/26/11,2,15,0,0,1,0.29,13,7.98,5.9978,110,109
3/26/11,2,16,0,0,1,0.23,13,7.98,5.9978,118,130
3/26/11,2,17,0,0,1,0.24,15,7.04,3.998,102,101
3/26/11,2,18,0,0,2,0.21,11,7.04,5.0012,64,89
3/26/11,2,19,0,0,2,0.45,17,5.16,1.9982,45,93
3/26/11,2,20,0,0,2,0.45,17,5.16,1.9982,18,67
3/26/11,2,21,0,0,2,0.44,13,4.22,1.0016,15,36
3/26/11,2,22,0,0,2,0.41,15,5.16,1.9982,17,46
3/26/11,2,23,0,0,2,0.44,19,4.22,-0.0016,10,31
3/27/11,2,0,0,0,2,0.41,11,4.22,1.0016,5,26
3/27/11,2,1,0,0,2,0.52,13,3.28,-0.9982,3,17
3/27/11,2,2,0,0,3,0.55,13,2.34,-0.9982,6,15
3/27/11,2,3,0,0,3,0.69,15,1.4,-2.998,0,14
3/27/11,2,4,0,0,3,0.74,11,0.46,-2.998,1,5
3/27/11,2,6,0,0,3,0.86,9,-0.48,-4.0012,0,2
3/27/11,2,7,0,0,3,0.86,11,-0.48,-4.9978,0,7
3/27/11,2,8,0,0,1,0.69,15,1.4,-2.998,6,8
3/27/11,2,9,0,0,1,0.55,9,2.34,-0.9982,17,37
3/27/11,2,10,0,0,2,0.55,15,2.34,-2.0014,27,59
3/27/11,2,11,0,0,2,0.48,11,3.28,-0.0016,23,85
3/27/11,2,12,0,0,2,0.44,15,4.22,1.0016,43,120
3/27/11,2,13,0,0,1,0.39,15,6.1,3.0014,47,100
3/27/11,2,14,0,0,1,0.36,11,7.04,5.0012,61,103
3/27/11,2,15,0,0,1,0.36,19,7.04,3.998,61,111
3/27/11,2,16,0,0,1,0.34,0,7.98,5.9978,45,98
3/27/11,2,17,0,0,1,0.31,17,7.04,3.998,50,109
3/27/11,2,18,0,0,1,0.33,13,6.1,3.0014,32,105
3/27/11,2,19,0,0,1,0.31,15,6.1,3.0014,23,80
3/27/11,2,20,0,0,1,0.36,11,5.16,1.9982,7,50
3/27/11,2,21,0,0,1,0.41,11,4.22,1.0016,7,29
3/27/11,2,22,0,0,1,0.41,11,4.22,1.0016,5,25
3/27/11,2,23,0,0,1,0.44,13,4.22,1.0016,3,16
3/28/11,2,0,0,1,1,0.55,13,2.34,-0.9982,1,11
3/28/11,2,1,0,1,1,0.44,13,2.34,-0.9982,2,4
3/28/11,2,2,0,1,1,0.44,11,2.34,-0.9982,0,5
3/28/11,2,3,0,1,1,0.44,11,2.34,-0.9982,0,2
3/28/11,2,5,0,1,1,0.43,13,0.46,-4.0012,0,8
3/28/11,2,6,0,1,1,0.34,19,0.46,-4.9978,0,40
3/28/11,2,7,0,1,1,0.32,22,1.4,-4.0012,6,104
3/28/11,2,8,0,1,1,0.34,15,1.4,-2.998,15,239
3/28/11,2,9,0,1,2,0.32,15,2.34,-2.0014,12,109
3/28/11,2,10,0,1,1,0.3,13,3.28,-0.9982,22,47
3/28/11,2,11,0,1,2,0.3,19,4.22,-0.0016,18,39
3/28/11,2,12,0,1,2,0.25,0,4.22,1.9982,8,71
3/28/11,2,13,0,1,2,0.24,15,6.1,3.0014,14,69
3/28/11,2,14,0,1,1,0.22,15,7.04,3.998,15,65
3/28/11,2,15,0,1,1,0.24,19,7.04,3.998,19,53
3/28/11,2,16,0,1,1,0.23,15,7.98,5.0012,15,117
3/28/11,2,17,0,1,1,0.23,20,7.98,3.998,25,227
3/28/11,2,18,0,1,1,0.21,19,7.04,3.998,21,220
3/28/11,2,19,0,1,1,0.22,9,6.1,3.998,17,156
3/28/11,2,20,0,1,1,0.22,7,7.04,5.9978,5,107
3/28/11,2,21,0,1,1,0.21,9,7.04,5.9978,6,55
3/28/11,2,22,0,1,1,0.22,15,6.1,3.0014,0,40
3/28/11,2,23,0,1,1,0.24,20,5.16,1.0016,1,18
3/29/11,2,0,0,1,1,0.28,22,4.22,-0.9982,1,15
3/29/11,2,1,0,1,1,0.32,20,3.28,-2.0014,0,4
3/29/11,2,2,0,1,1,0.32,20,3.28,-2.0014,0,3
3/29/11,2,3,0,1,1,0.32,20,3.28,-2.0014,2,1
3/29/11,2,4,0,1,1,0.44,11,1.4,-2.0014,1,1
3/29/11,2,5,0,1,1,0.37,17,2.34,-2.0014,0,8
3/29/11,2,6,0,1,1,0.41,20,2.34,-2.0014,4,46
3/29/11,2,7,0,1,1,0.41,24,2.34,-2.998,5,128
3/29/11,2,8,0,1,1,0.35,24,3.28,-2.0014,19,268
3/29/11,2,9,0,1,1,0.28,26,5.16,1.0016,16,156
3/29/11,2,10,0,1,1,0.24,20,6.1,1.9982,13,46
3/29/11,2,11,0,1,2,0.25,26,7.98,3.998,18,63
3/29/11,2,12,0,1,1,0.25,11,7.98,5.9978,29,77
3/29/11,2,13,0,1,1,0.25,20,7.98,3.998,24,80
3/29/11,2,14,0,1,1,0.25,17,8.92,5.9978,20,66
3/29/11,2,15,0,1,1,0.25,15,9.86,9.9974,22,65
3/29/11,2,16,0,1,1,0.22,11,9.86,9.9974,12,124
3/29/11,2,17,0,1,1,0.2,9,10.8,11.0006,34,265
3/29/11,2,18,0,1,1,0.21,6,8.92,7.9976,42,252
3/29/11,2,19,0,1,1,0.23,13,7.98,5.9978,20,170
3/29/11,2,20,0,1,1,0.21,6,8.92,7.9976,13,119
3/29/11,2,21,0,1,1,0.42,0,7.98,7.9976,8,75
3/29/11,2,22,0,1,1,0.49,0,7.98,7.9976,6,49
3/29/11,2,23,0,1,2,0.57,7,7.04,5.9978,8,27
3/30/11,2,0,0,1,2,0.57,0,7.04,7.001,3,8
3/30/11,2,1,0,1,1,0.39,0,7.04,7.001,1,9
3/30/11,2,2,0,1,2,0.57,0,7.04,7.001,0,4
3/30/11,2,3,0,1,2,0.49,0,7.04,7.001,0,4
3/30/11,2,4,0,1,2,0.57,0,7.04,7.001,1,0
3/30/11,2,5,0,1,2,0.56,13,6.1,3.0014,0,7
3/30/11,2,6,0,1,2,0.49,9,6.1,3.998,4,44
3/30/11,2,7,0,1,2,0.45,7,7.04,5.9978,8,128
3/30/11,2,8,0,1,2,0.49,11,7.04,5.0012,16,247
3/30/11,2,9,0,1,2,0.45,15,7.04,3.998,7,147
3/30/11,2,10,0,1,2,0.46,15,7.98,5.0012,13,51
3/30/11,2,11,0,1,2,0.46,17,7.98,5.0012,26,64
3/30/11,2,12,0,1,2,0.46,11,7.98,5.9978,15,65
3/30/11,2,13,0,1,2,0.46,15,8.92,7.001,14,84
3/30/11,2,14,0,1,2,0.46,20,8.92,5.9978,16,64
3/30/11,2,15,0,1,3,0.81,20,5.16,1.0016,14,56
3/30/11,2,16,0,1,3,0.87,17,5.16,1.9982,0,36
