Year,Month,Day,Hours,Minutes,Time-since-start,Appliances,lights,T1,RH_1,T2,RH_2,T3,RH_3,T4,RH_4,T5,RH_5,T6,RH_6,T7,RH_7,T8,RH_8,T9,RH_9,T_out,Press_mm_hg,RH_out,Windspeed,Visibility,Tdewpoint,rv1,rv2
2016,1,20,16,20,1292,60,0,17.5,36.5,16.5,36.7,18,37.59,16.39,36,16.27,52.00722222,2.09,97.4,16.27,30.86777778,20.08888889,41.78611111,15.6,35.66333333,5.00E-01,760.3,84.33333333,2,60,-1.87E+00,40.08616569,40.08616569
2016,4,13,18,40,13402,490,20,22.2,43.9,20.5,45.5,23.13333333,39.59,22.35666667,41.2,20.89,46,12,33.654,21,37.32666667,23.29,44.295,20.5,43.16333333,1.08E+01,751.8333333,73.33333333,2.333333333,34.33333333,5.97E+00,29.94022215,29.94022215
2016,4,2,9,30,11763,60,0,20.89,39.4,18.79,42.82666667,21.79,37.43333333,19.79,38.29,19.29,45.09,10.3,43.72666667,20,33.9,21.2,39.59,19.63333333,37.82666667,7.40E+00,757.95,83.5,1.5,64,4.75E+00,7.901375857,7.901375857
2016,3,3,22,50,7523,50,0,22.39,36.7,20.83285714,37.44285714,20.92142857,37.92857143,20,35.0225,19.57142857,49.82571429,1.27875,77.335,19.2,30.83285714,21.815,41.195,18.39,37.48571429,1.88E+00,748.9,92,3,23,6.83E-01,15.81516173,15.81516173
2016,2,14,13,10,4873,240,0,20.66666667,45.09666667,19.1,42.2,20.5,40.36333333,19.6,38.23,17.81777778,49.23,3.9,91.99666667,19.2,37.27722222,21.1,42.9,18,39.7,3.32E+00,737.9333333,88.83333333,3,64.83333333,1.68E+00,45.28321362,45.28321362
2016,4,20,1,10,14305,40,0,21.6,38.56,18.89,40.82666667,22.29,37.59,21.66,35.554,20.1,50.03,4.59,42.79,20.6,31.39,22,43.56,20,39.7,4.93E+00,767.5,87.16666667,3.166666667,40,3.00E+00,40.83982207,40.83982207
2016,5,16,7,10,18085,60,0,22.7,39.59,20.2,42.2,24.912,38.2,23.06666667,37.2,22.7,42.26,8.263333333,52.02666667,23.2,33.59,24.6,40.9,22.79,42.834,7.63E+00,760.7333333,98,1,54.33333333,7.30E+00,47.34740657,47.34740657
2016,2,21,8,10,5851,50,0,20.7675,43.59,19.39,44.59,21.89,42.2,19.6,44.7,18.0625,53.6925,10.6,90.1,18.2,41.5,20.7,54.09,18.2,46.86333333,1.07E+01,756.25,88.16666667,9,40,8.72E+00,19.45000438,19.45000438
2016,3,19,1,40,9700,40,0,22,36.62666667,19.2,39.59,21.79,36.5,20.1,34.79,18.39,46.7,5.69,61.62666667,19.7,31.1,22.39,43.29,19.6,39.2,4.87E+00,762.5333333,92,4,60.33333333,3.63E+00,7.430929272,7.430929272
2016,5,26,7,50,19529,130,0,23.6,42.03,23.59571429,41.49428571,24.76,38.93333333,23.5,40.79,21.29,50.26,13.12666667,52.29,23.2,39.21285714,23.6,43.82666667,22.2,44.06,9.33E+00,757.125,99.58333333,1,13.91666667,9.29E+00,29.34217067,29.34217067
2016,5,10,12,40,17254,60,0,24.89,47.79,25.1,45.4,26.6,42,25.39,45.29,23.79,50.29,21.9,16.89666667,24.55714286,44.98571429,25.1,48.92857143,24,47.7,1.77E+01,750.8666667,85.33333333,4.333333333,40,1.51E+01,27.79125718,27.79125718
2016,5,3,17,10,16273,150,0,23.29,34.73333333,22.89,32.43,23.29,37.32666667,23.1,35.53,21.5,37.45666667,14.86,1,22.2,29.48,23.46333333,36.96666667,20.456,37.918,1.41E+01,764.5,38.83333333,4.833333333,38.16666667,1.50E-01,9.393499861,9.393499861
2016,4,8,9,40,12628,100,0,21.2,40.69333333,20.06666667,41.43333333,21.96333333,37.93,20.39,38.72333333,19.79,46.2675,11.43333333,37.69333333,21,37.29,21.29,41.76,20.7,41.56666667,6.67E+00,754.5333333,90.66666667,1,35,5.23E+00,31.15221435,31.15221435
2016,3,14,18,50,9083,290,0,22.2,37.62333333,19.53333333,39.03333333,23.13333333,34.29,20.82333333,32.36,18.29,44.83333333,5.7,27.19,22.53333333,24.16666667,22.5,30,19.7,37.59,5.10E+00,766.7666667,68.33333333,3.166666667,22.5,-3.67E-01,7.933908957,7.933908957
2016,5,10,15,0,17268,50,0,25.2,47.09,25.6,43.9,26.7,42.09,25.5,44.79,23.96333333,49.82666667,23.72666667,6.66,24.956,44.48,25.33285714,48.2,24.1,47.5,1.91E+01,750.1,76,5,40,1.48E+01,8.986980154,8.986980154
2016,3,13,13,20,8906,60,0,21.1,35.53,20.6,33.96666667,20.29,36.16333333,21,33.96666667,18,46.06,8.1,31.92666667,21.66666667,28.5,23.76,34.26666667,19.2,38.7,8.20E+00,769.2666667,61.66666667,6,25,1.20E+00,18.85737688,18.85737688
2016,3,12,5,20,8714,30,0,20.1,36.9,16.89,41.2,20.29,37.5,19.23,34.82666667,18.6,41.5,0.166666667,67.53,19.5,31,21.39,45.2,18.5,40.7,5.67E-01,766.4666667,93.33333333,1,32,-3.67E-01,31.26563001,31.26563001
2016,1,25,23,0,2052,90,10,21.2,43.32666667,20.6,42.82666667,20.56666667,44.56,19.39,44.9,18,50.53833333,9.963333333,97.89666667,17.85111111,41.41555556,18.79,47.145,17,47.2,1.03E+01,764.5,82,5,29,7.30E+00,7.818327774,7.818327774
2016,3,31,18,10,11527,90,0,21.625,45.7225,19.79,44.26666667,21.89,38.06,20.65,39.7925,20.1,47.33,8.66,53.9,20.2,33.56,24.46333333,39.09,19.96333333,37.9,8.43E+00,754.4666667,76.16666667,2.833333333,30.83333333,4.45E+00,13.73520104,13.73520104
2016,1,31,22,30,2913,70,20,22.79,46.46666667,21.79,45.7,21.79,46.66333333,19.5,50.03,20.42055556,56.03944444,11.56666667,99.9,19.01111111,49.98111111,21.89611111,53.15722222,17.1,51.23,1.15E+01,754.65,94.5,8,32.5,1.07E+01,8.38360599,8.38360599
2016,2,27,13,10,6745,70,10,20.29,37.63333333,19.29,37.12666667,20.245,36.845,20.6,34.93,18,47.754,6.69,27.23333333,20.075,31.125,21.73,38.86333333,18,35.83333333,5.63E+00,750.7833333,50.83333333,7.833333333,40,-3.92E+00,27.47058041,27.47058041
2016,4,30,22,30,15873,110,10,21.32333333,38.09,18.79,40.76,23.2,35.96666667,19.89,38.4,19.6,48.7,5.3,33.49666667,19.56666667,31.42666667,22.39,36.79,19.2,37,6.00E+00,762.95,78.5,3.5,40,2.50E+00,23.33351775,23.33351775
2016,1,20,19,30,1311,390,30,18.35666667,43.25666667,17.85666667,39.79,18.86,43.36,16.1,36.7,16,51.545,0.7,96.59,16.1,31.7,20.12777778,40.59,15.39,35.73,-5.00E-02,760.95,91.5,1.5,52,-1.25E+00,21.77757591,21.77757591
2016,5,1,0,20,15884,50,0,21.13333333,38.09,18.32333333,41.5,23.2,36.5,19.7,37.59,19.5,47.26,4.66,40.03,19.5,31.6,22.2,41,19.13333333,38.36333333,4.27E+00,763.7333333,86.66666667,2.333333333,36.33333333,2.23E+00,21.80881427,21.80881427
2016,5,18,19,0,18444,130,30,23.66666667,43.4,23,41.736,24.39,39.62666667,23.53333333,42.19333333,21.12857143,51.42285714,14.16,33.92666667,22.89,40.43333333,24.5,46.2,22.5,41,1.25E+01,748.9,91,5,23,1.10E+01,6.474467157,6.474467157
2016,4,9,2,40,12730,50,0,21.1,41.29,18.42666667,45.12666667,23.2,39.9,20.5,38.7,20.29,47.9,3.79,48.52666667,21.39,37.718,23.29,43.32666667,20.46333333,42.93,5.40E+00,752.3666667,90,2,24.66666667,3.90E+00,34.5015427,34.5015427
2016,3,24,11,0,10476,70,20,21.2,39.7,18.85666667,43.2,22,38,21.29,38.5,19.29,47.7,9.86,40.63,20.2,35.59,21.85666667,41.26,19.46333333,39.63333333,7.80E+00,756.9,72,3,24,3.00E+00,11.95461001,11.95461001
2016,4,12,21,30,13275,90,0,22.89,42.86,21.1,42.79,26.26,42.33333333,22.79,37.4,21.40571429,61.16714286,8.323333333,30.62333333,21.7,33.7,23.64,42.94,21,38.56,9.50E+00,751.35,79,2,40,5.95E+00,34.15883216,34.15883216
2016,2,4,10,50,3419,60,20,20.7,44.73,19.79,42.5,21.29,42.4,20.39,41.62,18.6,53.59333333,5.09,96.9,18.2,37.59,20.61111111,44.55722222,18.23,45.43333333,5.00E+00,761.5333333,96,7.166666667,56.83333333,4.40E+00,10.09844537,10.09844537
2016,4,5,12,20,12212,120,10,22.1,42.59,20.7,43.5,23.56666667,38.4,21.2,41.5,20.5,46.245,14.36666667,24.59666667,21.29,37.6725,23.29,41.23,20.85666667,42.4,1.12E+01,750.7,79.33333333,4.333333333,40,7.73E+00,41.51606959,41.51606959
2016,3,29,1,10,11137,50,0,22.7,37.86333333,19.7,41.545,23.29,38.79,20.6,38.79,20.1,46.09,5.366666667,60.03,21.2,33.7,23.39,43.79,20.56666667,42.5,5.80E+00,746.3833333,84.16666667,7,40,3.32E+00,24.05522381,24.05522381
2016,1,25,7,30,1959,50,0,20,43.7,19.1,44,20.2,44.4,17.5,47.09,17.89,51.02833333,6.19,99.9,16.29,43.12666667,17.79,49.42222222,16.53333333,50.2,6.65E+00,764.3,95,3,43,5.95E+00,3.891113482,3.891113482
2016,2,8,7,50,3977,60,20,20.89,44.29,20.1,44,21.7,44.36333333,19.6,44.09,18.89,61.49222222,7.726666667,95.59,18.89,39.86944444,21.40833333,52.92333333,19.1,49.09,8.72E+00,738.4333333,80.5,9.166666667,27.33333333,5.52E+00,41.18765974,41.18765974
2016,5,8,19,10,17005,60,0,25.03333333,35.16333333,25.6,30.79,26.2,36.72571429,24.89,34.62666667,24.46333333,30.16666667,25.656,1,24.1,29.79,24.5,33.12142857,23.1,37.32666667,2.49E+01,750.6,27.83333333,4.833333333,30.83333333,4.83E+00,30.41259577,30.41259577
2016,3,15,3,50,9137,30,0,21.2,35.43333333,17.39,40.59,21.6,35.2,20.1,33.59,19.5,40.29,-0.566666667,53.96333333,20.7,27.53333333,22,39.5,19.42666667,38.53,-3.83E-01,766.0333333,85.5,1.166666667,63.33333333,-2.57E+00,42.28535915,42.28535915
2016,2,6,5,20,3674,40,0,21.39,45.9,20.79,43.9,22.39,45.09,19.6,46.9,18.68333333,55.73,8.5,86.85,18.6,42.72,20.7,54.85722222,18.89,50.5,8.73E+00,754.5,84,6.666666667,40,6.23E+00,17.16843665,17.16843665
2016,2,17,13,10,5305,50,0,20.29,35.59666667,19.2,34.93333333,20,37.94285714,19.6,34.49,17.89,45.12666667,2.29,75.1875,19.16666667,26.7,20.53333333,33.66333333,17.89,38.1,2.73E+00,759.3333333,69.5,1.833333333,21.66666667,-2.37E+00,22.90612522,22.90612522
2016,2,17,5,40,5260,60,0,20.39,35.4,17.89,37.09,20.6,38.5,18.89,34.82666667,18.35666667,50.86333333,-5.026666667,78.76,18.89,29.76,21.2,41.36333333,18.2,39.86333333,-3.27E+00,764.9333333,87.33333333,2,20,-5.13E+00,24.06970597,24.06970597
2016,3,30,6,20,11312,60,0,21.5,40.56,19,44.16333333,22.7,38.5,20.89,39.59,20,47,7.59,48.62666667,20.79,34,23.5,44.93333333,20.39,42,8.00E+00,751.1,81.66666667,3,40,4.97E+00,14.11674788,14.11674788
2016,5,24,20,40,19318,80,0,24.7,40.76,23.2,39.76,25.26,38.7,24.23,40.03,23.414,50.016,11.7,8.096666667,23.35666667,33.59,24.95285714,42.55,22.42666667,36.93333333,1.17E+01,758,71,5.333333333,28.66666667,6.47E+00,37.86145501,37.86145501
2016,2,7,9,10,3841,80,0,21.29,45.46333333,20.5,43.7,21.79,44.29,18.79,44.83333333,19.16611111,63.91277778,6.366666667,88.83333333,18.71,39.95,21.2,52.14222222,19.26,49.62666667,6.83E+00,744.2833333,84.16666667,6.833333333,40,4.37E+00,16.84556856,16.84556856
2016,5,26,21,0,19608,100,10,24.5,44.7,24.18571429,41.69142857,27.03333333,38.16333333,24.53333333,42.36,22.82333333,71.99666667,17.93,5.956666667,24.29,41.79571429,24.7,48.72333333,22.7,44.06,1.87E+01,755.8,60,3,23,1.08E+01,8.404687268,8.404687268
2016,5,4,1,20,16322,60,0,22.5,35.46666667,19.79,37.46666667,23.2,37,22.29,33.59,20.89,48.36333333,3.5,32.19,21.5,34.96,23.5,42.59,20.39,39.5,4.20E+00,766.6,86.33333333,1,40,2.13E+00,20.89156815,20.89156815
2016,2,6,23,30,3783,80,0,22.96333333,43.12666667,22.29,42.53,21.7,44.96666667,19.2,44.245,19.39,66.035,10.19,63.42333333,18.79,39.79,22.29,50.08944444,19,47.79,1.07E+01,742.75,66,9.5,40,4.50E+00,35.82517062,35.82517062
2016,1,21,6,10,1375,60,10,18.29,38.79,17.39,38.7,18.7,40.29,17.23,38.03,16.11666667,55.275,-1.766666667,92.65666667,16.1,33.9,18.98777778,46.5,15.89,43.56666667,-2.13E+00,762.7,89.16666667,2,51.66666667,-3.70E+00,39.16119583,39.16119583
2016,4,28,22,30,15585,50,0,20.82333333,33.53,18.56666667,34.76666667,22.6,35.03,20.1,31.79,18.89,39.56,2.826666667,19.89333333,19.39,26.85666667,22.2,37.53,18.7,32.76666667,3.65E+00,756.15,76.5,2.5,40,-1.00E-01,49.40741744,49.40741744
2016,2,2,21,50,3197,80,20,22.35666667,45.36333333,21.89,43.4,21.97642857,45.77071429,21.39,44.69333333,20.6,80.26777778,4.9,95.9,18.55,39.755,21.30666667,48.58777778,18,45.2,5.73E+00,758.35,86.16666667,4.333333333,26.16666667,3.50E+00,34.90699548,34.90699548
2016,4,16,0,40,13726,40,0,22.6,41.76,20.23,44.62666667,23.89,39.4,22,40.2,21,52.7,10.3,44.62333333,21.39,36.29,23.39,46.86,20.85666667,44.06,1.07E+01,744.5666667,78,6.333333333,40,7.00E+00,5.001667805,5.001667805
2016,3,25,13,0,10632,230,0,21.46333333,42.12666667,19,46.06666667,22.96333333,39.36333333,19.7,40.09,19.2,48.03,9.53,68.7,20,38.2,21.26,42.46666667,19.39,41.93333333,8.60E+00,755.1,90,6,29,7.10E+00,42.32323006,42.32323006
2016,5,10,3,0,17196,70,0,25.1,43.79,23.5,44.82666667,26.79,40.29,25.5,42.5,23.5,48.82666667,15.1,48.63333333,24.2,41.5,25.39,51.29,23.79,48.718,1.51E+01,752.5,95,2,21,1.43E+01,15.59784467,15.59784467
2016,4,19,13,0,14232,50,0,21.7,39.2,22.42666667,36.43333333,22.2,37.09,22,37.09,19.89,45.96666667,14.86,2.89,20.6,32.26428571,21.29,40,20.29,39.23,1.20E+01,765.7,60,1,40,4.50E+00,35.44958548,35.44958548
2016,5,4,0,20,16316,60,0,22.6,35.26,20.1,37.06,23.1,36.7,22.39,33.59,21,49.46666667,4.03,26.4,21.5,34.332,23.66666667,42.09666667,20.39,39.09,5.63E+00,766.4,79.66666667,1,40,2.40E+00,30.63919346,30.63919346
2016,1,23,16,0,1722,60,0,16.85666667,45.76,16.1,45.59,17.39,43,15.1,44.26,15.39,50.645,7.5,99.9,15.6,39.9,17.80666667,50.80833333,15,44.3725,6.60E+00,770.7,98,4,51,6.30E+00,41.90192592,41.90192592
2016,4,19,5,0,14184,60,0,20.89,37.7,18.2,40.7,22.56666667,36.9,21.6,35.2,19.89,47.59,4.9,45.72333333,20.2,31.11428571,22,42.7,20.29,40.29,4.80E+00,764.2,94,2,24,3.90E+00,2.020621148,2.020621148
2016,2,17,6,10,5263,60,0,20.29,35.4,17.79,37.09,20.56666667,38.59,18.79,34.79,18.29,50.59,-5.03,78.99333333,18.89,29.79,21.2,41.2,18.1,39.79,-3.55E+00,764.6833333,87.83333333,1.833333333,27.33333333,-5.35E+00,12.44649645,12.44649645
2016,2,11,23,0,4500,60,0,22.5,41.09,21.6,39.82666667,21.5,42.29,21.26,41.86333333,19.51111111,56.13055556,3.126666667,92.19,20.17777778,38.91055556,23.29,44.64888889,18.56666667,42.13333333,2.50E+00,748.2,96,3,26,1.90E+00,44.34306576,44.34306576
2016,2,8,19,30,4047,90,0,23.7,47.13,23.39,40.7,24.96333333,43.86333333,21.32333333,44.03,20.20388889,51.33333333,7.333333333,66.45666667,19.29,35.09,22.56111111,44.525,18.89,41.29,7.75E+00,742.25,70.5,12,32.5,2.65E+00,39.1192378,39.1192378
2016,2,29,3,50,6977,40,0,19.5,34,17.46333333,35.26,19.7,36,18.5,33.26,17.7,59.76,-0.166666667,63.32333333,19.96333333,34.23,20.7675,42.595,18.2,41.09,3.50E-01,761.1,81,4.166666667,40,-2.63E+00,47.66218334,47.66218334
2016,5,4,11,10,16381,60,0,22.5,33.36333333,25.63333333,24.73333333,22.53333333,32.39333333,23.06666667,33.82666667,20.6,52.72666667,16.82333333,1,21.1,30.62285714,22.79,37.73,20.5,37.378,1.33E+01,766.8666667,50,3,40,3.02E+00,21.46244058,21.46244058
2016,1,17,4,10,787,40,0,21.39,40,20.53333333,39,21.26,42.7,20.1,42,18.34,53.9,1.1,96.09,19.5,41,20.79,49.7,17.79,45.23,5.83E-01,764.2666667,96.83333333,2.166666667,40,8.33E-02,14.61656975,14.61656975
2016,1,16,16,50,719,80,20,21.5,38.32666667,20.6,37.73,20.7,41.5,21.16666667,39.96666667,19.29,53.86,2.4,95.85,20.29,36.73,20.2,42.16333333,18.03333333,42.46333333,2.02E+00,764.4666667,85.16666667,3.166666667,44.16666667,-3.00E-01,38.35685871,38.35685871
2016,5,8,0,0,16890,60,0,24.73,38.79,23.42666667,38.23,25.6,38.4,24.29,37.4,22.53333333,54.19333333,13.8,17.18,23.7,37.79,25.1,44.4,22.39,41.36714286,1.36E+01,751.7,81,1,40,1.03E+01,13.5834154,13.5834154
2016,4,12,23,50,13289,60,10,22.5,41.79,20.29,43.76,25.2,40.53,23.1,39.15666667,21.2,56.84285714,7.5,43.2,21.6,34.56,23.37571429,45.34,20.92666667,40,7.63E+00,751.6833333,86.33333333,2,40,5.45E+00,32.59999093,32.59999093
2016,4,23,20,10,14851,120,0,23,37.43,20.56666667,37.86333333,23.66666667,33.86333333,22.39,32.22571429,21.73,66.06,5.763333333,9.793333333,21.7,25.7,23.96333333,34,20.6,33.59,6.08E+00,758.25,63,5.666666667,40,-5.00E-01,25.12070829,25.12070829
2016,3,27,10,30,10905,90,10,22.53333333,41.02666667,21.2,42.15666667,23,39.29,20.2,40.65666667,20.6,69.53333333,10.06,58.42333333,21.1,39.96666667,22.89,46.62666667,20.29,43.79,7.65E+00,751.35,82.5,8.5,40,4.80E+00,35.15576051,35.15576051
2016,2,21,12,0,5874,80,20,20.79,45.06666667,19.89,45.79,21.53333333,42.2,21.92666667,45.46,20.516,87.02,11.39,87.89285714,18.13333333,43.82666667,20.66666667,52.52666667,18.29,47.43333333,1.09E+01,756.6,92,8,64,9.60E+00,12.86094266,12.86094266
2016,3,14,12,40,9046,80,0,20.92666667,38.79,21.1,35.52666667,21.6,36.29,21,34.82666667,18.1,46.12666667,6.033333333,37.3,21.29,27.56666667,21.7,32.4475,19.39,38.76,4.40E+00,768.4666667,72,6,22.66666667,-2.67E-01,5.635897815,5.635897815
2016,3,13,21,20,8954,80,0,21.7,35.2,19.06666667,37.5,20.6,36.46666667,20.29,33.76,20.15666667,84.92333333,4.19,49.39333333,21.89,30.42666667,24,32.49666667,19.39,37.32666667,5.00E+00,769.0666667,76.66666667,4,22.66666667,1.20E+00,18.45190462,18.45190462
2016,1,19,2,30,1065,40,0,19.7,39.09,18.35666667,39.12666667,19.79,40.4,19.16666667,38.4,17.29,62.155,-5.35,85.59444444,17.79,33.9,19.7,45.4,16.89,40.26,-4.40E+00,756.35,89.5,1,42,-5.90E+00,46.48960842,46.48960842
2016,2,26,12,30,6597,450,0,20.32333333,38.83,18.82333333,37.86666667,20.82666667,38.42333333,19.7,35.09,18.2,44.5,7.5,56.13333333,18.5,31.6,19.76,39.13333333,17.89,37.9,5.00E+00,754.1,65.5,1,25.5,-1.05E+00,44.0055794,44.0055794
2016,3,21,8,30,10029,60,0,21.2,38.56,18.39,43.03,22,36.9,19.6,37.7,19.4175,43.3175,6.866666667,71.52666667,19.2,32.86333333,22.39,42.03,19.6,40.7,6.20E+00,761.4,93.5,3,41.5,5.15E+00,21.6228582,21.6228582
2016,2,2,11,0,3132,80,20,21.73,47.69333333,21.1,45.7,22.39,45.2,21.1,48.36333333,19.53888889,56.245,9.263333333,99.9,18.72,45.225,20.29,52.10222222,18.2,50.7,9.00E+00,757.2,97,6,63,8.50E+00,48.91368332,48.91368332
2016,2,28,11,20,6878,30,0,19.85666667,35.46666667,19.29,34.7,20.1,35.62666667,19.42666667,33.73,17.39,47,3.76,38.93333333,19.5,31.5,20.6,38.2,18.1,39.56,3.80E+00,757.3,58.66666667,9,26,-3.70E+00,25.33904273,25.33904273
2016,4,12,10,30,13209,50,0,22,42,24.26,37.82666667,23.1,38.86333333,23.315,39.3975,20.89,43.4,15.56333333,15.96333333,21.39,35.79,22.06,41.254,21.5,41.16333333,1.29E+01,752,70,3,40,7.50E+00,10.91785207,10.91785207
2016,4,6,11,0,12348,90,20,22,43.86333333,21.1,44.19333333,23.13333333,39.5,21.6,42.29,20.6,46.9,12.81666667,20.96490741,21.02222222,34.28888889,21.04166667,38.75833333,21,42.72333333,9.90E+00,754,70,5,40,4.70E+00,20.12457106,20.12457106
2016,2,20,17,0,5760,90,0,22.6,39.9,21.79,39.73,22.04285714,40.12142857,18.39,46.53,17.7,52.29,9.69,91.33,17.79,40.82666667,21.23,49.03,17.79,44.29,9.60E+00,754,92,8,40,8.30E+00,48.50633475,48.50633475
2016,5,4,13,0,16392,80,0,22.89,33.745,24.92666667,28.13333333,22.89,33.4,23.2,32.9,20.6,47.5,17.42666667,1,21.39,30.5,23.29,36.36333333,20.5,36.98571429,1.45E+01,766.6,40,2,40,1.00E+00,5.91048107,5.91048107
2016,4,26,5,0,15192,70,0,20.82333333,36.73,17.63333333,40.06666667,21.89,36.4,20.7,34.66333333,19.6,47.73,0.475,55.2675,20.29,31,22.5,41.93333333,19.5,39.4,1.10E+00,748.3,95,4,40,4.00E-01,3.557639243,3.557639243
2016,4,1,1,50,11573,60,0,22,39.09,19.39,41.59,22.39,38.9,20.26,39.66333333,19.79,49,5.623333333,61.52666667,20.26,34.22333333,23.85666667,46.26,20.1,42.5,6.13E+00,757.6333333,89,4,64,4.43E+00,44.00400757,44.00400757
2016,5,16,13,0,18120,120,10,23,37.96666667,22.6,37.09571429,24.7,37.09,23.2,35.32666667,22.6,39.9,15.03,1,23.26,31,24.69857143,37.62428571,22.89,38.09,1.08E+01,761.5,63,1,40,4.00E+00,40.29509031,40.29509031
2016,5,19,5,50,18509,60,0,23,40.845,20.39,44.23,24,37.96333333,22.79,39.79,21.1,50,6.56,50.33333333,23.1,39.96,23.79,41.736,22.5,44,7.58E+00,749.9333333,96.83333333,2,22,7.07E+00,38.99418181,38.99418181
2016,1,16,8,30,669,70,10,21.5,40.7,20.63333333,40.32666667,20.79,42,21.35666667,42.5,19.46333333,46.5,1.166666667,95.19,18.6,42.26666667,19.76,49.5,17.89,47,1.25E+00,762.65,96.5,3,63,7.00E-01,33.57041639,33.57041639
2016,3,23,20,20,10388,120,10,22.39,39.79,20.7,41.86333333,22.2,38.29,20.39,36.9,20.32333333,49.56,8.463333333,41.86333333,20.2,34.96666667,23.82333333,39.9,19.39,37.62666667,7.80E+00,756.4666667,80.33333333,3.333333333,40,4.60E+00,23.27042532,23.27042532
2016,1,20,10,0,1254,90,10,18.26,39.83333333,16.89,39.26,18.5,38,16.89,36.5,18.99333333,83.85666667,-2.025,93.67,16.5,30,18.6,42.22333333,15.89,36.4,-2.00E+00,760,89,2,58,-3.60E+00,20.13295451,20.13295451
2016,1,19,22,30,1185,40,0,19.79,38.2,18.89,38.32666667,19.73,39.59,19.32333333,35.93,18.445,77.495,-5.5,83.81111111,17.5,30.29333333,20.42666667,39.43,16.39,38,-3.80E+00,758.35,91,1,61.5,-5.10E+00,8.700877172,8.700877172
2016,5,20,11,0,18684,70,20,22.89,44.73,21.912,44.832,24.5,40.2,23.89,42.9,21.79,48.356,15.93333333,37.82333333,22.7,40.634,22.718,46.394,22.5,43.93333333,1.41E+01,758.1,85,4,29,1.16E+01,31.75294354,31.75294354
2016,5,19,0,30,18477,40,0,23.5,41.59,21.23375,43.7,24.6,39.62666667,23.29,39.79,21.1,50.71285714,7.563333333,47.65666667,23.2,41.09,24.39,45.5,22.42142857,42.72571429,8.60E+00,749.15,95,3,34.5,7.90E+00,27.39347812,27.39347812
2016,4,3,22,0,11982,90,0,22.2,44.9,21.29,44.79,22.76,42.09,21.2,44.7,19.79,49.86333333,15.3,36,21.2,40.96666667,24.6,48.2,20.29,45.4,1.62E+01,749.4,72,4,40,1.12E+01,15.5582897,15.5582897
2016,4,11,16,30,13101,90,0,22.5,41,22.6,38.62666667,23.1,38.76,22.1,40.2,20.92666667,44.59,17.09666667,14.83333333,22,36.9,23.7,42.09,21,41.16333333,1.49E+01,750.75,67.5,5,40,8.90E+00,3.067246149,3.067246149
2016,3,8,11,30,8175,60,0,19.6,39.53333333,18.76,37.06666667,20.1,35.73,19,36,17.5,44.5,6.4,80.42333333,18.1,32.9,19.39,39.29,17.6,37.4,4.85E+00,757.3,83.5,2.5,30.5,2.20E+00,15.28666995,15.28666995
2016,4,25,16,40,15118,80,0,20.79,38.93,18.89,40.72333333,21.82333333,35.5,21.08571429,36.73857143,19.89,41,8.5,59.65666667,20.79,33.47142857,22.2,38.16,19.7,36.76,7.67E+00,749.4666667,91.33333333,5.333333333,47.66666667,6.30E+00,5.745572853,5.745572853
2016,2,14,3,0,4812,30,0,21.1,39.9,19.29,41.245,21.5,40.76,18.89,41.2,18.08333333,52.075,3.2,92.4,19.2,38.715,21.59444444,47.14166667,18.16666667,44.96666667,2.70E+00,733.7,98,2,38,2.40E+00,48.31752391,48.31752391
2016,3,14,14,50,9059,320,0,21.73,32.49333333,19.73,31.23333333,22.29333333,36.29,20.96333333,31.85666667,18.1,45.29666667,6.726666667,30.36,22.7,25.96333333,22.35666667,31.63333333,19.6,37.86333333,6.58E+00,767.4666667,57.83333333,5.333333333,28.66666667,-1.13E+00,0.344925316,0.344925316
2016,4,23,12,30,14805,90,0,22.42666667,39.1,22.29,35.46,25.63333333,36.9,22.5,34.7,20.76,43.4,10.86,6.23,21.29,28.62857143,23.6,37.86,20.79,39,8.50E+00,757,61,5,40,1.35E+00,25.67292394,25.67292394
2016,4,25,1,40,15028,60,0,21.29,35.245,18.1,39.09,22.7,35,21,32.856,20.23,42.9,1.863333333,51.7,21.72571429,33.7,24.5,40.83333333,20.2,37.93333333,1.33E+00,757.8,95,2,30,6.00E-01,41.47443415,41.47443415
2016,2,26,15,0,6612,40,0,20.89,37.23,19.42666667,36.93,21.245,36.645,19.82333333,35.03,18.2,44.7,9.39,36.53,18.76428571,29.19714286,19.76,36.46666667,17.89,35.66,6.00E+00,752.8,45,2,40,-5.10E+00,34.61991909,34.61991909
2016,4,24,7,10,14917,70,0,21.5,36.32666667,18.2,40,23.23,34.92666667,21.5,33.29,20.5,46.13333333,3.963333333,52.4,21.5,33.16,22.89,40.13333333,20.5,39.62666667,2.82E+00,757.9,94.33333333,1.166666667,40,1.92E+00,4.651808646,4.651808646
2016,2,18,23,50,5513,50,0,21.29,35.2,19.89,35.76,19.79,36.9,19.13333333,36.4,17.2,44.59,1.826666667,79.43333333,17.5,31.13333333,20.57142857,39.76428571,17.39,37.9,4.00E-01,757.95,98.66666667,1.166666667,14.66666667,1.67E-01,23.63346338,23.63346338
2016,5,5,10,0,16518,110,0,22.39,32.36333333,26.89,25.53333333,23.39,33.96666667,22.79,31.5,21.43333333,66.12666667,17.26,1,21.79,30.754,23.1,37.29,20.79,37.4,1.33E+01,762.6,48,5,40,2.40E+00,3.809952992,3.809952992
